order_item_id,order_id,item_name,quantity,price
144,231,Mango Shake,2,156.62
145,48,Veg Fried Rice,4,397.86
146,787,Veg Biryani,4,295.51
147,645,Pav Bhaji,2,453.54
148,394,Rajma Chawal,4,206.87
149,672,Ice Cream Sundae,1,544.18
150,882,Cold Coffee,1,484.78
151,225,Dal Tadka,5,321.57
152,571,Veg Fried Rice,1,317.36
153,821,Chole Bhature,5,593.7
154,610,Farmhouse Pizza,4,398.58
155,737,Kathi Roll,5,301.91
156,929,Vada Pav,4,546.55
157,762,Samosa,4,314.04
158,770,Veg Fried Rice,3,478.22
159,534,Rajma Chawal,2,222.79
160,80,Ice Cream Sundae,3,201.94
161,344,Farmhouse Pizza,5,121.9
162,155,Veg Fried Rice,4,440.85
163,724,Chicken Tikka,1,295.73
164,339,Vada Pav,4,296.2
165,212,Lassi,4,282.53
166,789,Pav Bhaji,1,525.5
167,784,Pav Bhaji,4,328.03
168,966,Veg Burger,3,471.81
169,874,Kathi Roll,4,359.87
170,753,Vada Pav,5,546.86
171,500,Veg Fried Rice,3,306.63
172,30,Chicken Burger,3,427.81
173,818,Chicken Burger,2,517.06
174,942,Butter Naan,5,357.74
175,929,Chicken Burger,5,373.48
176,28,Veg Biryani,4,150.56
177,473,Dal Tadka,1,215.28
178,336,Chicken Tikka,4,249.96
179,780,Kathi Roll,4,224.69
180,975,Lassi,4,211.18
181,84,Rajma Chawal,1,469.49
182,54,Veg Burger,2,418.07
183,800,Gulab Jamun,1,472.2
184,973,Veg Fried Rice,2,516.4
185,637,Butter Naan,2,145.63
186,686,Masala Dosa,5,572.83
187,477,Ice Cream Sundae,3,478.79
188,172,Momos,5,581.14
189,736,Masala Dosa,2,581.65
190,111,Pav Bhaji,1,563.02
191,590,Rasgulla,4,286.26
192,733,Chicken Tikka,1,387.89
193,851,Gulab Jamun,2,132.99
194,792,Margherita Pizza,5,498.87
195,816,Pav Bhaji,1,260.55
196,439,Rasgulla,3,115.86
197,664,Farmhouse Pizza,1,521.78
198,843,Rajma Chawal,1,305.43
199,371,Gulab Jamun,4,447.8
200,446,Dal Tadka,5,582.05
201,277,Momos,5,482.81
202,477,French Fries,5,219.57
203,873,Veg Fried Rice,1,225.04
204,462,Veg Fried Rice,4,376.32
205,685,Chicken Burger,3,94.92
206,872,Farmhouse Pizza,2,333.53
207,364,Mango Shake,3,256.98
208,902,Momos,3,369.01
209,530,Chicken Tikka,1,205.51
210,417,Rajma Chawal,5,474.25
211,708,Rajma Chawal,4,313.05
212,18,Veg Biryani,3,195.23
213,709,Veg Fried Rice,3,425.26
214,378,Rajma Chawal,5,356.08
215,436,Chocolate Brownie,5,252.01
216,720,Chole Bhature,3,239.44
217,237,Masala Dosa,2,244.08
218,761,Vada Pav,2,179.6
219,757,Rajma Chawal,3,456.78
220,779,Idli Sambhar,5,227.16
221,103,Lassi,2,234.05
222,370,Dal Tadka,3,87.36
223,547,Butter Naan,3,103.67
224,56,Vada Pav,3,442.66
225,130,Gulab Jamun,4,133.35
226,13,Pav Bhaji,3,324.09
227,452,Farmhouse Pizza,2,582.06
228,259,Samosa,4,139.33
229,67,Chicken Burger,4,118.52
230,645,Rasgulla,1,158.9
231,831,Pav Bhaji,3,124.29
232,255,Masala Dosa,5,477.51
233,621,Momos,5,197.36
234,536,Chicken Burger,4,552.42
235,305,Samosa,5,594.82
236,313,Pav Bhaji,5,111.32
237,984,Chocolate Brownie,1,572.75
238,213,Gulab Jamun,2,217.62
239,84,Dal Tadka,2,170.38
240,77,Dal Tadka,1,292.43
241,706,Momos,4,231.45
242,238,Margherita Pizza,3,445.55
243,465,Veg Biryani,2,560.43
244,807,Mango Shake,5,423.82
245,957,Chicken Tikka,4,139.68
246,231,Gulab Jamun,2,552.37
247,847,Butter Naan,1,111.01
248,812,Margherita Pizza,5,469.46
249,583,Tandoori Roti,3,308.36
250,480,Ice Cream Sundae,3,443.86
251,966,Hakka Noodles,5,360.79
252,449,Veg Biryani,5,100.73
253,443,Chocolate Brownie,3,393.93
254,27,Veg Biryani,2,580.19
255,857,Samosa,5,385.3
256,22,Cold Coffee,3,379.65
257,782,Cold Coffee,2,324.66
258,668,Chole Bhature,3,174.37
259,600,French Fries,4,583.91
260,482,Veg Burger,4,253.32
261,687,Masala Dosa,2,251.5
262,711,Rajma Chawal,3,424.54
263,411,Lassi,5,99.08
264,91,Farmhouse Pizza,3,248.1
265,994,Cold Coffee,4,529.75
266,845,Paneer Butter Masala,5,320.23
267,56,Chicken Tikka,5,268.13
268,775,Rajma Chawal,4,475.2
269,209,Hakka Noodles,5,148.13
270,295,Chole Bhature,4,143.14
271,997,Gulab Jamun,5,495.64
272,727,Dal Tadka,3,366.44
273,566,French Fries,1,196.84
274,862,Tandoori Roti,1,319.95
275,121,Gulab Jamun,2,339.16
276,734,Margherita Pizza,5,446.81
277,426,Lassi,4,589.73
278,250,Chole Bhature,5,155.21
279,196,Tandoori Roti,5,344.29
280,901,Butter Naan,1,223.65
281,809,Samosa,4,256.74
282,807,Idli Sambhar,3,506.69
283,290,Chocolate Brownie,3,515.49
284,594,Rasgulla,4,529.94
285,458,Vada Pav,4,259.46
286,566,Cold Coffee,5,276.15
287,956,Farmhouse Pizza,2,590.0
288,245,Pav Bhaji,4,201.45
289,795,French Fries,1,245.45
290,485,Ice Cream Sundae,4,280.76
291,680,Mango Shake,2,337.57
292,38,Butter Naan,5,581.98
293,340,Samosa,1,534.58
294,451,Masala Dosa,5,553.43
295,16,Chocolate Brownie,2,293.19
296,671,Butter Naan,1,324.14
297,993,Hakka Noodles,3,404.09
298,408,Gulab Jamun,1,522.92
299,873,Rasgulla,5,277.6
300,325,Gulab Jamun,4,533.64
301,37,Momos,1,202.08
302,701,Tandoori Roti,3,598.66
303,765,Veg Biryani,4,588.74
304,779,Gulab Jamun,1,310.71
305,711,Margherita Pizza,1,103.92
306,816,Chicken Biryani,3,266.4
307,442,Butter Naan,2,356.21
308,580,Rasgulla,2,168.39
309,81,Momos,4,402.25
310,247,Rajma Chawal,5,154.42
311,473,Gulab Jamun,3,318.98
312,683,Paneer Butter Masala,4,548.63
313,694,Vada Pav,2,118.41
314,968,Veg Burger,5,235.56
315,986,French Fries,3,317.55
316,310,Chicken Tikka,4,523.73
317,110,Veg Fried Rice,4,377.4
318,589,Margherita Pizza,3,91.41
319,850,Rasgulla,4,222.73
320,580,Samosa,1,553.52
321,764,Rajma Chawal,3,483.39
322,236,Momos,3,193.88
323,195,Momos,3,432.44
324,739,Cold Coffee,2,406.69
325,926,Gulab Jamun,1,240.65
326,452,Chicken Biryani,5,269.73
327,135,Veg Biryani,3,249.89
328,426,Dal Tadka,2,148.72
329,553,Kathi Roll,3,356.04
330,936,Hakka Noodles,2,213.62
331,845,Rajma Chawal,3,468.21
332,347,Mango Shake,1,323.53
333,78,Butter Naan,2,527.27
334,742,Rasgulla,4,582.98
335,824,Vada Pav,3,126.96
336,405,Paneer Butter Masala,3,359.02
337,466,Veg Burger,3,383.97
338,843,Gulab Jamun,3,136.34
339,240,Rajma Chawal,1,402.16
340,966,Vada Pav,3,555.93
341,227,Gulab Jamun,1,410.41
342,476,Tandoori Roti,3,417.6
343,120,Butter Naan,1,572.06
344,312,Rajma Chawal,1,130.54
345,909,Vada Pav,2,282.1
346,380,Rasgulla,5,297.95
347,761,Chocolate Brownie,2,540.42
348,671,Masala Dosa,4,400.14
349,962,Hakka Noodles,1,438.95
350,223,Chole Bhature,4,574.29
351,876,Veg Burger,1,590.08
352,377,Vada Pav,3,111.49
353,283,Chicken Tikka,1,573.49
354,844,Chole Bhature,1,424.64
355,658,Gulab Jamun,5,584.97
356,52,Mango Shake,3,206.66
357,129,Mango Shake,5,186.71
358,850,Cold Coffee,5,187.72
359,222,Lassi,2,250.85
360,152,Mango Shake,5,81.47
361,880,Butter Naan,2,360.91
362,818,Dal Tadka,1,423.75
363,27,Butter Naan,1,266.29
364,808,Veg Fried Rice,5,248.36
365,179,Hakka Noodles,1,145.91
366,432,Idli Sambhar,1,467.75
367,488,Chole Bhature,3,346.88
368,112,Chole Bhature,5,195.21
369,630,Chicken Biryani,5,236.85
370,659,Paneer Butter Masala,1,599.27
371,868,Chicken Burger,4,436.77
372,503,Ice Cream Sundae,4,118.22
373,83,Farmhouse Pizza,5,157.13
374,130,Hakka Noodles,5,409.2
375,562,Ice Cream Sundae,3,278.07
376,612,Idli Sambhar,3,315.93
377,620,French Fries,1,492.41
378,118,Samosa,5,454.84
379,221,French Fries,4,541.81
380,424,Farmhouse Pizza,4,287.34
381,748,Masala Dosa,3,301.92
382,682,Hakka Noodles,3,575.87
383,704,Tandoori Roti,4,114.91
384,852,Veg Biryani,1,304.58
385,763,Chocolate Brownie,3,502.12
386,570,Chicken Biryani,5,577.44
387,576,Farmhouse Pizza,1,293.62
388,895,Rasgulla,4,531.41
389,739,Chicken Biryani,3,392.21
390,361,Masala Dosa,5,343.85
391,159,Rasgulla,4,196.61
392,111,Veg Burger,5,271.13
393,781,Hakka Noodles,5,197.6
394,440,Samosa,5,586.76
395,839,Momos,5,430.99
396,571,Paneer Butter Masala,5,563.12
397,850,Ice Cream Sundae,3,95.06
398,280,Ice Cream Sundae,3,559.2
399,360,Paneer Butter Masala,2,532.33
400,580,Rasgulla,4,116.18
401,759,Gulab Jamun,1,127.71
402,544,Chicken Tikka,4,298.31
403,350,Dal Tadka,3,242.05
404,333,Cold Coffee,5,390.04
405,905,Chicken Biryani,2,161.85
406,633,Chicken Biryani,1,221.49
407,678,French Fries,4,395.68
408,425,Hakka Noodles,2,472.57
409,117,Veg Burger,4,137.66
410,695,Rasgulla,5,333.05
411,684,Margherita Pizza,1,194.67
412,614,Chicken Biryani,1,186.3
413,969,Chicken Tikka,2,477.36
414,297,Farmhouse Pizza,1,84.02
415,765,French Fries,2,147.18
416,546,Ice Cream Sundae,2,340.14
417,854,Rasgulla,3,117.48
418,883,Chocolate Brownie,1,306.83
419,471,Tandoori Roti,1,528.3
420,590,French Fries,5,290.3
421,656,French Fries,3,139.89
422,22,Farmhouse Pizza,2,496.69
423,633,Chole Bhature,3,125.83
424,865,Masala Dosa,2,306.55
425,411,Idli Sambhar,1,285.8
426,318,Chocolate Brownie,3,195.22
427,798,Dal Tadka,1,345.45
428,117,Idli Sambhar,5,180.83
429,795,Veg Burger,3,458.24
430,839,Gulab Jamun,2,202.86
431,150,Hakka Noodles,2,170.22
432,157,Cold Coffee,1,172.12
433,792,Gulab Jamun,4,321.26
434,578,Cold Coffee,5,313.43
435,947,Kathi Roll,5,414.36
436,640,Farmhouse Pizza,3,158.5
437,70,Rajma Chawal,4,408.32
438,816,Hakka Noodles,5,109.21
439,520,Veg Biryani,3,320.11
440,39,Chicken Biryani,3,512.48
441,79,Gulab Jamun,1,399.8
442,520,Chicken Burger,4,381.77
443,978,Mango Shake,1,313.86
444,830,Pav Bhaji,2,247.19
445,488,Idli Sambhar,2,578.02
446,462,Masala Dosa,3,590.84
447,87,Idli Sambhar,2,100.35
448,725,Chole Bhature,4,352.52
449,625,Dal Tadka,3,273.88
450,290,Chicken Burger,4,482.72
451,696,Momos,1,490.4
452,663,Farmhouse Pizza,1,251.44
453,572,Rasgulla,4,227.76
454,742,Samosa,5,534.11
455,342,Veg Biryani,5,425.08
456,939,Veg Burger,3,583.2
457,716,Rasgulla,4,147.05
458,726,Veg Biryani,3,370.64
459,659,Mango Shake,3,502.86
460,687,Ice Cream Sundae,5,128.6
461,687,French Fries,5,268.15
462,372,Margherita Pizza,2,574.61
463,350,Cold Coffee,4,179.84
464,141,Butter Naan,1,233.81
465,808,Masala Dosa,5,480.85
466,856,Chocolate Brownie,5,99.63
467,345,Kathi Roll,5,148.15
468,386,Butter Naan,2,174.04
469,710,Cold Coffee,5,500.7
470,170,Chocolate Brownie,4,102.72
471,374,Rasgulla,2,584.19
472,626,Margherita Pizza,4,201.68
473,245,Margherita Pizza,4,550.07
474,199,Veg Burger,5,591.91
475,473,Cold Coffee,3,484.62
476,515,Idli Sambhar,4,582.46
477,837,Chicken Tikka,5,151.97
478,257,Chicken Biryani,4,534.54
479,568,Tandoori Roti,1,449.93
480,529,Samosa,1,228.23
481,782,Dal Tadka,3,313.65
482,526,Butter Naan,4,127.69
483,933,Veg Fried Rice,4,540.01
484,953,Paneer Butter Masala,4,107.69
485,515,Veg Burger,2,280.81
486,84,Veg Burger,2,94.66
487,954,Masala Dosa,3,491.52
488,141,Chicken Biryani,3,557.05
489,484,Ice Cream Sundae,2,474.6
490,481,Chole Bhature,5,82.73
491,82,Paneer Butter Masala,3,192.14
492,154,Vada Pav,5,354.44
493,114,Cold Coffee,3,203.57
494,125,Chicken Biryani,2,298.31
495,813,Momos,4,112.66
496,857,Kathi Roll,4,390.3
497,17,Gulab Jamun,5,379.02
498,736,Butter Naan,3,303.2
499,630,Veg Burger,2,376.75
500,192,Rasgulla,1,352.21
501,370,Veg Biryani,5,362.92
502,806,Idli Sambhar,5,90.57
503,895,Rajma Chawal,1,410.55
504,383,Hakka Noodles,1,265.69
505,70,Veg Burger,2,461.13
506,644,Masala Dosa,5,462.3
507,341,Butter Naan,1,263.2
508,347,Lassi,2,511.8
509,702,Chole Bhature,4,408.5
510,831,Butter Naan,1,452.34
511,967,Chole Bhature,1,232.59
512,45,Mango Shake,2,540.61
513,324,Tandoori Roti,3,348.0
514,835,Vada Pav,4,211.72
515,772,Gulab Jamun,2,228.78
516,883,Cold Coffee,1,530.22
517,340,Hakka Noodles,1,495.66
518,448,Kathi Roll,4,466.52
519,917,Chicken Burger,3,586.34
520,509,Ice Cream Sundae,4,271.02
521,817,Idli Sambhar,3,496.6
522,745,French Fries,1,303.92
523,843,Dal Tadka,5,232.76
524,106,Veg Biryani,3,423.68
525,314,Chole Bhature,5,453.18
526,171,Ice Cream Sundae,4,262.8
527,44,Chocolate Brownie,3,399.72
528,446,Hakka Noodles,1,119.02
529,653,Chicken Burger,3,346.8
530,768,Rasgulla,2,575.45
531,147,Samosa,5,432.61
532,449,Chicken Biryani,2,114.96
533,798,Gulab Jamun,3,268.32
534,973,Pav Bhaji,1,394.65
535,696,Chole Bhature,3,273.45
536,782,Veg Biryani,5,151.6
537,376,Chicken Burger,3,417.77
538,256,Masala Dosa,1,462.55
539,512,Idli Sambhar,4,555.04
540,121,Hakka Noodles,3,446.1
541,220,Momos,3,440.87
542,503,Chicken Tikka,1,150.58
543,76,Chole Bhature,2,547.31
544,456,Veg Biryani,3,427.28
545,727,Veg Biryani,5,361.93
546,913,Margherita Pizza,2,450.14
547,950,Ice Cream Sundae,2,492.72
548,521,Veg Fried Rice,1,592.27
549,812,Butter Naan,2,490.99
550,27,Veg Burger,5,377.58
551,479,Mango Shake,5,147.48
552,906,Veg Biryani,1,240.83
553,735,Chocolate Brownie,4,353.36
554,788,French Fries,5,118.35
555,996,Farmhouse Pizza,1,313.99
556,697,Idli Sambhar,3,146.73
557,849,Cold Coffee,5,412.69
558,187,Cold Coffee,2,304.96
559,933,Samosa,1,512.32
560,531,Butter Naan,3,165.62
561,331,Tandoori Roti,2,259.93
562,964,Idli Sambhar,3,519.89
563,257,Chicken Tikka,5,222.71
564,641,Margherita Pizza,5,357.41
565,515,Gulab Jamun,2,387.74
566,595,Butter Naan,2,422.54
567,738,Kathi Roll,5,255.56
568,947,Pav Bhaji,1,509.12
569,30,Veg Biryani,1,573.24
570,790,Pav Bhaji,3,418.59
571,786,Pav Bhaji,4,401.42
572,32,Rajma Chawal,5,230.63
573,980,Margherita Pizza,4,207.34
574,827,Rasgulla,4,234.67
575,75,Ice Cream Sundae,1,162.2
576,426,Rajma Chawal,4,186.09
577,622,Butter Naan,3,527.97
578,327,Chocolate Brownie,3,587.19
579,134,Cold Coffee,3,347.79
580,109,Farmhouse Pizza,2,322.57
581,274,Chole Bhature,2,153.26
582,52,Margherita Pizza,4,529.37
583,429,Veg Fried Rice,2,503.01
584,957,Pav Bhaji,3,178.71
585,164,Rajma Chawal,5,322.74
586,901,Margherita Pizza,4,92.05
587,968,Chicken Burger,5,317.76
588,247,Chicken Tikka,5,263.51
589,52,Margherita Pizza,4,390.71
590,864,Gulab Jamun,4,228.59
591,9,Samosa,1,304.08
592,904,Hakka Noodles,3,477.21
593,375,Chicken Biryani,4,106.6
594,576,Chicken Tikka,3,367.68
595,76,Chicken Burger,5,314.18
596,564,Hakka Noodles,5,433.81
597,122,Butter Naan,1,284.83
598,814,Farmhouse Pizza,5,568.25
599,774,Butter Naan,2,393.28
600,412,Idli Sambhar,1,103.56
601,141,Ice Cream Sundae,3,498.06
602,532,Chole Bhature,2,395.26
603,528,Butter Naan,3,564.31
604,327,Dal Tadka,4,595.12
605,758,Lassi,3,388.74
606,520,Lassi,5,356.82
607,726,Pav Bhaji,3,326.94
608,18,Veg Burger,3,430.38
609,427,Pav Bhaji,3,494.31
610,743,Samosa,1,390.39
611,272,Gulab Jamun,5,380.37
612,739,Chicken Biryani,5,329.83
613,537,Gulab Jamun,5,482.8
614,390,Butter Naan,2,96.42
615,971,Ice Cream Sundae,1,179.21
616,452,Farmhouse Pizza,4,158.74
617,708,Chicken Tikka,4,340.95
618,627,Tandoori Roti,4,533.87
619,754,Chocolate Brownie,1,447.0
620,532,Chicken Tikka,5,249.03
621,679,Rajma Chawal,5,275.95
622,980,Dal Tadka,4,554.3
623,351,Vada Pav,3,431.45
624,889,Chocolate Brownie,3,397.24
625,197,Veg Fried Rice,3,370.21
626,231,Margherita Pizza,3,446.55
627,707,Ice Cream Sundae,4,244.86
628,358,Vada Pav,3,229.65
629,588,Rasgulla,5,277.44
630,405,Lassi,3,576.4
631,824,Butter Naan,3,101.87
632,979,Ice Cream Sundae,1,260.11
633,453,Gulab Jamun,3,468.62
634,220,Chicken Tikka,5,220.99
635,576,Ice Cream Sundae,3,151.38
636,631,Chocolate Brownie,5,204.43
637,52,Rasgulla,5,197.35
638,239,Chicken Biryani,1,294.92
639,735,Rajma Chawal,1,434.22
640,141,Paneer Butter Masala,5,588.51
641,162,French Fries,4,328.27
642,205,Cold Coffee,3,247.01
643,662,Chicken Biryani,1,419.2
644,238,Vada Pav,1,554.88
645,180,French Fries,2,565.64
646,38,Lassi,4,489.74
647,191,Tandoori Roti,3,535.91
648,10,Margherita Pizza,5,393.45
649,951,Farmhouse Pizza,3,316.26
650,657,Vada Pav,5,336.83
651,962,Butter Naan,5,323.37
652,198,Mango Shake,1,251.96
653,749,Chole Bhature,3,453.67
654,15,Chocolate Brownie,3,491.2
655,582,Rasgulla,2,171.26
656,877,Gulab Jamun,4,510.03
657,528,Farmhouse Pizza,1,288.43
658,98,Dal Tadka,2,328.28
659,959,Veg Fried Rice,1,215.61
660,242,Chole Bhature,3,576.1
661,310,Pav Bhaji,5,85.95
662,670,Veg Burger,2,112.3
663,122,Chole Bhature,3,163.05
664,703,Idli Sambhar,3,438.95
665,655,Tandoori Roti,3,271.12
666,227,Veg Fried Rice,2,328.65
667,466,Chocolate Brownie,5,274.28
668,719,Vada Pav,4,473.82
669,822,Rasgulla,2,476.17
670,697,Cold Coffee,5,534.03
671,84,Idli Sambhar,4,354.65
672,371,Veg Biryani,5,138.35
673,849,Vada Pav,5,185.12
674,550,Butter Naan,2,250.62
675,533,Chole Bhature,1,433.75
676,735,Pav Bhaji,4,127.29
677,523,Chole Bhature,1,315.78
678,526,French Fries,4,373.23
679,573,Chole Bhature,3,456.11
680,406,Hakka Noodles,1,467.82
681,593,Veg Biryani,1,300.32
682,718,Veg Biryani,5,596.94
683,958,Kathi Roll,1,592.79
684,484,Chicken Biryani,3,292.61
685,788,Butter Naan,4,274.72
686,913,Chicken Burger,4,532.2
687,929,Chicken Burger,4,121.73
688,988,Rasgulla,5,149.15
689,881,Veg Burger,1,172.81
690,551,Chicken Burger,5,146.22
691,229,Lassi,1,473.21
692,306,Chole Bhature,5,300.55
693,389,Lassi,2,208.71
694,355,Butter Naan,3,178.01
695,897,Chocolate Brownie,1,96.75
696,677,French Fries,5,478.35
697,905,Kathi Roll,1,205.15
698,69,Masala Dosa,5,97.46
699,613,Rasgulla,1,207.26
700,46,Chicken Burger,4,201.86
701,223,Cold Coffee,1,152.87
702,297,Veg Fried Rice,5,245.83
703,613,Cold Coffee,3,203.19
704,898,Butter Naan,5,194.94
705,308,Hakka Noodles,1,369.49
706,606,Kathi Roll,2,405.52
707,438,Vada Pav,4,104.38
708,353,Gulab Jamun,4,488.62
709,327,Ice Cream Sundae,4,292.29
710,308,Chicken Burger,2,472.3
711,485,Veg Fried Rice,2,236.38
712,725,Butter Naan,4,555.67
713,576,French Fries,4,369.79
714,138,Chicken Burger,2,212.6
715,339,Gulab Jamun,1,559.56
716,868,Veg Burger,1,358.53
717,850,Chicken Tikka,1,219.6
718,690,Momos,5,100.56
719,75,Chicken Tikka,5,456.64
720,573,Chicken Tikka,4,188.62
721,929,Farmhouse Pizza,3,577.65
722,16,Chicken Tikka,2,580.28
723,121,Chocolate Brownie,4,555.51
724,713,Momos,2,286.25
725,246,Vada Pav,3,483.27
726,390,Chole Bhature,5,417.34
727,316,Hakka Noodles,3,346.66
728,510,Chole Bhature,1,497.46
729,740,Rajma Chawal,3,555.45
730,380,Farmhouse Pizza,4,103.77
731,885,Veg Fried Rice,2,88.43
732,567,Tandoori Roti,5,381.15
733,428,Margherita Pizza,2,182.02
734,236,Chicken Burger,5,513.35
735,512,Vada Pav,3,213.81
736,842,Rajma Chawal,4,319.63
737,751,Mango Shake,3,168.02
738,738,Vada Pav,4,175.7
739,911,Vada Pav,1,352.45
740,860,Samosa,1,571.5
741,685,Chicken Biryani,1,294.44
742,863,Gulab Jamun,2,115.34
743,155,Paneer Butter Masala,2,342.98
744,383,Chicken Biryani,5,411.62
745,957,Momos,4,422.83
746,17,Paneer Butter Masala,5,366.85
747,13,Paneer Butter Masala,5,455.54
748,549,Margherita Pizza,1,341.15
749,715,Rasgulla,4,499.21
750,932,Dal Tadka,1,557.39
751,537,Butter Naan,2,179.8
752,540,Hakka Noodles,3,219.01
753,407,Veg Biryani,3,578.83
754,471,Pav Bhaji,2,594.92
755,232,Margherita Pizza,1,419.94
756,879,Gulab Jamun,1,128.62
757,389,Chicken Burger,5,327.52
758,653,Paneer Butter Masala,2,123.0
759,866,French Fries,3,374.25
760,879,Masala Dosa,5,557.96
761,236,Chicken Tikka,5,327.26
762,48,Tandoori Roti,1,435.9
763,288,Kathi Roll,5,373.03
764,34,Dal Tadka,3,88.14
765,213,Pav Bhaji,2,471.17
766,730,Lassi,4,563.01
767,307,Dal Tadka,5,205.05
768,855,Samosa,4,432.06
